"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Quality","Atmosphere","Price"
10125,"LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E     POST OFFICE BOX 780","HALEYVILLE","AL",35565,"WINSTON",2054857117,19090,664,34
10126,"TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL",36081,"PIKE",3346705000,19090,704,33
10128,"JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE","JACKSON","AL",36545,"CLARKE",2512469021,19090,783,34
10129,"NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AL",36507,"BALDWIN",2519375521,19090,725,26
10130,"ST VINCENT'S ST CLAIR","7063 VETERANS PARKWAY","PELL CITY","AL",35125,"SAINT CLAIR",2053383301,19090,780,32
10131,"CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","HUNTSVILLE","AL",35801,"MADISON",2568823100,6172,717,40
10138,"HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL",36925,"SUMTER",2053925263,19090,754,40
10139,"BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL",35209,"JEFFERSON",2058771000,998,689,43
10144,"SPRINGHILL MEDICAL CENTER","3719 DAUPHIN STREET","MOBILE","AL",36608,"MOBILE",2513449630,398,638,41
10146,"RMC JACKSONVILLE","1701 SOUTH PELHAM ROAD","JACKSONVILLE","AL",36265,"CALHOUN",2567824538,19090,668,48
10148,"EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","EVERGREEN","AL",36401,"CONECUH",2515782480,19090,706,29
10149,"BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","MONTGOMERY","AL",36117,"MONTGOMERY",3342448330,370,735,41
10150,"L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","GREENVILLE","AL",36037,"BUTLER",3343822200,19090,684,37
10157,"SHOALS HOSPITAL","201 WEST AVALON AVENUE","MUSCLE SHOALS","AL",35661,"COLBERT",2563861601,19090,664,47
10158,"RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE","AL",35653,"FRANKLIN",2563321611,19090,658,34
10164,"COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","SYLACAUGA","AL",35150,"TALLADEGA",2562495000,3506,672,38
10168,"JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","PHENIX CITY","AL",36867,"RUSSELL",3347323000,19090,789,35
10169,"ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","ATMORE","AL",36502,"ESCAMBIA",2513682500,19090,641,31
11300,"WASHINGTON COUNTY HOSPITAL","14600 ST. STEPHENS AVENUE","CHATOM","AL",36518,"WASHINGTON",2518472223,19090,867,NA
11302,"RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",35582,"FRANKLIN",2563569532,19090,NA,NA
11304,"CHOCTAW GENERAL HOSPITAL","401 VANITY FAIR LANE, PO BOX 618","BUTLER","AL",36904,"CHOCTAW",2054599100,19090,853,NA
13301,"UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS","1700 CENTER STREET","MOBILE","AL",36604,"MOBILE",2514151000,19090,NA,NA
20001,"PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","ANCHORAGE","AK",99508,"ANCHORAGE",9072613675,492,674,30
20006,"MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","PALMER","AK",99645,"MATANUSKA SUSITNA",9077468600,3287,680,21
20008,"BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","JUNEAU","AK",99801,"JUNEAU",9077968900,19090,714,35
20012,"FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","FAIRBANKS","AK",99701,"FAIRBANKS NORTH STAR",9074528181,19090,724,18
20017,"ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","ANCHORAGE","AK",99508,"ANCHORAGE",9072761131,748,617,30
20018,"YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287","BETHEL","AK",99559,"BETHEL",9075436300,19090,590,3
20024,"CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","SOLDOTNA","AK",99669,"KENAI PENINSULA",9072624404,19090,697,24
20026,"ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","ANCHORAGE","AK",99508,"ANCHORAGE",9075632662,19090,610,24
20027,"MT EDGECUMBE HOSPITAL","222 TONGASS DR","SITKA","AK",99835,"SITKA",9079662411,19090,644,19
21301,"PROVIDENCE VALDEZ MEDICAL CENTER","PO BOX 550","VALDEZ","AK",99686,"VALDEZ CORDOVA",9078352249,19090,NA,NA
21302,"PROVIDENCE SEWARD HOSPITAL","417 FIRST AVENUE, PO BOX 365","SEWARD","AK",99664,"KENAI PENINSULA",9072245205,19090,NA,NA
21303,"SITKA COMMUNITY HOSPITAL","209 MOLLER DRIVE","SITKA","AK",99835,"SITKA",9077473241,19090,NA,NA
21306,"PROVIDENCE KODIAK ISLAND MEDICAL CTR","1915 EAST REZANOF DRIVE","KODIAK","AK",99615,"KODIAK ISLAND",9074869592,19090,NA,NA
21308,"NORTON SOUND REGIONAL HOSPITAL","1000 GREG KRUSCHEK AVENUE (P O BOX 966)","NOME","AK",99762,"NOME",9074433311,19090,NA,NA
21309,"KANAKANAK HOSPITAL","P O BOX 130","DILLINGHAM","AK",99576,"DILLINGHAM",9078425201,19090,751,NA
21311,"PEACEHEALTH KETCHIKAN MEDICAL CENTER","3100 TONGASS AVENUE","KETCHIKAN","AK",99901,"KETCHIKAN GATEWAY",9072255171,19090,NA,NA
21312,"SAMUEL SIMMONDS MEMORIAL HOSPITAL","7000 UULA ST","BARROW","AK",99723,"NORTH SLOPE",9078524611,19090,NA,NA
21313,"SOUTH PENINSULA HOSPITAL","4300 BARTLETT ST","HOMER","AK",99603,"KENAI PENINSULA",9072358101,19090,751,NA
30001,"MARYVALE HOSPITAL","5102 WEST CAMPBELL AVENUE","PHOENIX","AZ",85031,"MARICOPA",6238485957,837,NA,37
30002,"BANNER GOOD SAMARITAN MEDICAL CENTER","1111 EAST MCDOWELL ROAD","PHOENIX","AZ",85006,"MARICOPA",6022392000,638,783,40
30006,"TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","TUCSON","AZ",85712,"PIMA",5203275461,545.5,564,41
30007,"VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","COTTONWOOD","AZ",86326,"YAVAPAI",9286396000,577,678,36
30010,"CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","TUCSON","AZ",85745,"PIMA",5208723000,364,639,37
30011,"CARONDELET ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","TUCSON","AZ",85711,"PIMA",5208733000,263,708,43
30012,"YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",86301,"YAVAPAI",9287715676,3265.5,587,38
30013,"YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","YUMA","AZ",85364,"YUMA",9283367275,750,603,41
30014,"JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL","250 EAST DUNLAP AVENUE","PHOENIX","AZ",85020,"MARICOPA",6029432381,672.5,632,39
30016,"BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","CASA GRANDE","AZ",85222,"PINAL",5203816453,969.5,616,33
21304,"PETERSBURG MEDICAL CENTER"," PO BOX 589","PETERSBURG","AK",99833,"",9077724291,19090,635,NA
21305,"WRANGELL MEDICAL CENTER","310 BENNETT STREET PO BOX 1081","WRANGELL","AK",99929,"",9078747000,19090,571,NA
30022,"MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","PHOENIX","AZ",85008,"MARICOPA",6023445011,1506,575,40
30023,"FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","FLAGSTAFF","AZ",86001,"COCONINO",9287732009,523,703,31
30024,"ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","PHOENIX","AZ",85013,"MARICOPA",6024063000,500.5,653,40
30030,"PHOENIX BAPTIST HOSPITAL","2000 WEST BETHANY HOME ROAD","PHOENIX","AZ",85015,"MARICOPA",6022490212,995,609,39
30033,"PAYSON REGIONAL MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ",85541,"GILA",9284743222,19090,696,36
30036,"CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","CHANDLER","AZ",85224,"MARICOPA",4809634561,470,656,37
30037,"ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","PHOENIX","AZ",85006,"MARICOPA",6022518156,3369.5,650,40
30038,"SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","SCOTTSDALE","AZ",85251,"MARICOPA",4808824000,604,619,41
30043,"SIERRA VISTA REGIONAL HEALTH CENTER","300 EL CAMINO REAL","SIERRA VISTA","AZ",85635,"COCHISE",5204173001,19090,573,38
30055,"KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","KINGMAN","AZ",86409,"MOHAVE",9287572101,698,631,31
30061,"BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","SUN CITY","AZ",85351,"MARICOPA",6239777211,619.5,695,36
30062,"SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 SHOW LOW LAKE ROAD","SHOW LOW","AZ",85901,"NAVAJO",9285374375,5923,699,30
30064,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE","1501 NORTH CAMPBELL AVENUE","TUCSON","AZ",85724,"PIMA",5206940111,813.5,598,38
30065,"BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","MESA","AZ",85202,"MARICOPA",4804123000,612,662,39
30068,"MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE","SAFFORD","AZ",85546,"GRAHAM",9283484000,19090,700,24
30069,"HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","LAKE HAVASU CITY","AZ",86403,"MOHAVE",9288558185,3066,534,27
30071,"FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE","AZ",86504,"APACHE",9287298000,19090,605,11
30073,"TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","TUBA CITY","AZ",86045,"COCONINO",9282832501,19090,486,17
30074,"SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548","SELLS","AZ",85634,"PIMA",5203837200,19090,NA,83
30077,"SAN CARLOS INDIAN HOSPITAL","223 CIBECUE CIRCLE ROAD","SAN CARLOS","AZ",85550,"GILA",9284757347,19090,441,83
30078,"PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","PHOENIX","AZ",85016,"MARICOPA",6022631200,19090,625,21
30083,"PARADISE VALLEY HOSPITAL","3929 EAST BELL ROAD","PHOENIX","AZ",85032,"MARICOPA",6029235000,736,620,43
30084,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","CHINLE","AZ",86503,"APACHE",9286747001,19090,436,5
30085,"NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","TUCSON","AZ",85741,"PIMA",5207429000,987,630,41
30087,"SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","SCOTTSDALE","AZ",85260,"MARICOPA",4803233009,737,665,44
30088,"BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","MESA","AZ",85206,"MARICOPA",4803212000,895,668,40
30089,"BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",85306,"MARICOPA",6025885555,647.5,675,40
30092,"JOHN C LINCOLN DEER VALLEY HOSPITAL","19829 NORTH 27TH AVENUE","PHOENIX","AZ",85027,"MARICOPA",6238795574,696.5,615,38
30093,"BANNER DEL E WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","SUN CITY WEST","AZ",85375,"MARICOPA",6232144000,807.5,645,40
30094,"ARROWHEAD HOSPITAL","18701 NORTH 67TH AVENUE","GLENDALE","AZ",85308,"MARICOPA",6235611000,3178.5,637,41
30101,"WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","BULLHEAD CITY","AZ",86442,"MOHAVE",9287632273,633,658,34
30103,"MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ",85054,"MARICOPA",4803422000,374,825,34
30105,"BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","MESA","AZ",85206,"MARICOPA",4808545050,648.5,719,40
30107,"ARIZONA SPINE AND JOINT HOSPITAL","4620 EAST BASELINE ROAD","MESA","AZ",85206,"MARICOPA",4808324770,19090,821,38
30108,"SURGICAL HOSPITAL OF PHOENIX, THE","6501 NORTH 19TH AVENUE","PHOENIX","AZ",85015,"MARICOPA",6027956020,19090,797,31
30110,"WEST VALLEY HOSPITAL","13677 WEST MCDOWELL ROAD","GOODYEAR","AZ",85395,"MARICOPA",6238821500,801.5,579,36
30111,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE","2800 EAST AJO WAY","TUCSON","AZ",85713,"PIMA",5202944471,325,550,36
30112,"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP","2905 WEST WARNER ROAD","CHANDLER","AZ",85224,"MARICOPA",4806039000,19090,824,46
30113,"WHITERIVER PHS INDIAN HOSPITAL","200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER","AZ",85941,"NAVAJO",9283384911,19090,578,16
30114,"ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","ORO VALLEY","AZ",85755,"PIMA",5209013500,4709,662,33
30115,"BANNER ESTRELLA MEDICAL CENTER","9201 WEST THOMAS ROAD","PHOENIX","AZ",85037,"MARICOPA",6233274000,3140,703,35
30117,"VALLEY VIEW MEDICAL CENTER","5330 SOUTH HIGHWAY 95","FORT MOHAVE","AZ",86426,"MOHAVE",9287882273,19090,623,34
30118,"YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS","7700 EAST FLORENTINE ROAD","PRESCOTT VALLEY","AZ",86314,"YAVAPAI",9287715676,19090,677,35
30119,"MERCY GILBERT MEDICAL CENTER","3555 SOUTH VAL VISTA DRIVE","GILBERT","AZ",85296,"MARICOPA",4807288327,3621.5,699,38
30120,"GILBERT HOSPITAL","5656 SOUTH POWER ROAD","GILBERT","AZ",85295,"MARICOPA",4808403715,19090,788,22
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","MESA","AZ",85209,"MARICOPA",4803586100,412.5,568,45
30122,"BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","GILBERT","AZ",85234,"MARICOPA",4805432000,991.5,699,37
30123,"SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL","7400 EAST THOMPSON PEAK PARKWAY","SCOTTSDALE","AZ",85255,"MARICOPA",4803247004,7107,723,40
30130,"BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","SAN TAN VALLEY","AZ",85140,"PINAL",4803944030,19090,743,33
30131,"OASIS HOSPITAL","750 NORTH 40TH STREET","PHOENIX","AZ",85008,"MARICOPA",6027977703,19090,768,37
30132,"FLORENCE HOSPITAL AT ANTHEM, LLC","4545 NORTH HUNT HIGHWAY","FLORENCE","AZ",85132,"PINAL",5208683333,19090,700,34
30134,"BANNER GOLDFIELD MEDICAL CENTER","2050 WEST SOUTHERN AVENUE","APACHE JUNCTION","AZ",85120,"PINAL",4802373200,19090,NA,24
31300,"WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE","WICKENBURG","AZ",85390,"MARICOPA",9286845421,19090,727,NA
31301,"BENSON HOSPITAL","450 SOUTH OCOTILLO STREET","BENSON","AZ",85602,"COCHISE",5205862261,19090,721,NA
31302,"NORTHERN COCHISE COMMUNITY HOSPITAL","901 WEST REX ALLEN DRIVE","WILLCOX","AZ",85643,"COCHISE",5203843541,19090,693,NA
31303,"DOUGLAS COMMUNITY HOSPITAL, INC","2174 WEST OAK AVENUE","DOUGLAS","AZ",85607,"COCHISE",5203647931,19090,NA,NA
31304,"PAGE HOSPITAL","501 NORTH NAVAJO DRIVE","PAGE","AZ",86040,"COCONINO",9286452424,19090,719,NA
31305,"HOPI HEALTH CARE CENTER","HIGHWAY 264, MILEPOST 388","POLACCA","AZ",86042,"NAVAJO",9287376000,19090,NA,NA
31309,"SAGE MEMORIAL HOSPITAL","STATE ROUTE 264 SOUTH 191 PO BOX 457","GANADO","AZ",86505,"APACHE",9287554559,19090,NA,NA
31312,"COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","BISBEE","AZ",85603,"COCHISE",5204325383,19090,696,NA
31313,"CARONDELET HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD","NOGALES","AZ",85621,"SANTA CRUZ",5202853000,19090,662,NA
31314,"COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","GLOBE","AZ",85501,"GILA",9284253261,19090,621,NA
31315,"WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE","SPRINGERVILLE","AZ",85938,"APACHE",9283334368,19090,691,NA
31317,"LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","PARKER","AZ",85344,"LA PAZ",9286699201,19090,637,NA
33302,"PHOENIX CHILDREN'S HOSPITAL","1919 EAST THOMAS ROAD","PHOENIX","AZ",85016,"MARICOPA",6029331000,19090,NA,NA
